⚠️ Ceci est un exemple de fichier CSV généré par une vue SQL. Ce fichier ne contient que des informations fictives. Ce fichier ne contient aucune donnée sensible quelle qu'elle soit.


PATHOLOGY,DOCTOR_ID,NB_DIAGNOSTICS
Pathology75,32,1
Pathology10,34,1
Pathology52,56,1
Pathology9,89,1
Pathology22,98,1
Pathology81,91,1
Pathology14,28,1
Pathology84,43,1
Pathology40,43,1
Pathology12,75,1
Pathology34,92,1
Pathology21,92,1
Pathology2,74,1
Pathology34,59,1
Pathology50,50,1
Pathology13,90,1
Pathology45,38,1
Pathology3,40,1
Pathology46,29,1
Pathology46,91,1
Pathology18,19,1
Pathology39,50,2
Pathology19,45,1
Pathology33,45,1
Pathology17,45,2
Pathology90,8,1
Pathology38,41,1
Pathology45,41,1
Pathology25,53,1
Pathology61,55,1
Pathology25,13,1
Pathology67,59,2
Pathology30,19,1
Pathology58,40,1
Pathology80,66,1
Pathology40,20,1
Pathology15,38,1
Pathology59,8,1
Pathology80,63,1
Pathology95,29,1
Pathology83,34,1
Pathology80,36,1
Pathology19,100,1
Pathology63,65,1
Pathology1,77,1
Pathology81,79,1
Pathology56,46,1
Pathology37,89,1
Pathology8,54,1
Pathology96,67,1
Pathology44,15,1
Pathology55,39,1
Pathology58,50,1
Pathology41,50,1
Pathology30,66,1
Pathology20,68,1
Pathology30,30,1
Pathology98,44,1
Pathology73,60,1
Pathology24,90,1
Pathology9,22,1
Pathology5,88,1
Pathology13,18,1
Pathology77,58,1
Pathology29,30,1
Pathology84,85,1
Pathology87,86,1
Pathology54,88,1
Pathology4,88,1
Pathology6,69,1
Pathology71,6,1
Pathology37,6,1
Pathology55,6,1
Pathology90,6,1
Pathology13,48,1
Pathology61,63,1
Pathology3,63,1
Pathology28,70,1
Pathology69,71,1
Pathology63,29,1
Pathology69,29,1
Pathology9,29,1
Pathology95,32,1
Pathology66,34,1
Pathology57,35,1
Pathology92,64,1
Pathology23,100,1
Pathology51,100,1
Pathology78,65,1
Pathology43,56,1
Pathology67,77,1
Pathology38,89,1
Pathology53,87,1
Pathology28,87,1
Pathology69,96,1
Pathology48,91,1
Pathology23,54,1
Pathology3,84,1
Pathology91,60,1
Pathology6,79,1
Pathology60,80,1
Pathology55,99,1
Pathology73,51,1
Pathology46,70,1
Pathology58,32,1
Pathology46,62,1
Pathology54,18,1
Pathology70,31,1
Pathology37,21,1
Pathology18,33,1
Pathology61,43,1
Pathology59,62,1
Pathology71,75,1
Pathology7,13,1
Pathology70,15,1
Pathology7,15,1
Pathology8,72,1
Pathology95,74,1
Pathology28,74,1
Pathology86,20,2
Pathology65,50,1
Pathology15,93,1
Pathology13,72,1
Pathology43,20,1
Pathology55,38,1
Pathology42,53,1
Pathology97,86,1
Pathology96,48,1
Pathology57,70,1
Pathology76,36,1
Pathology5,36,1
Pathology91,82,1
Pathology59,83,1
Pathology57,15,1
Pathology17,20,1
Pathology2,66,1
Pathology57,80,1
Pathology66,39,1
Pathology20,20,1
Pathology80,68,1
Pathology37,30,1
Pathology53,44,1
Pathology61,53,1
Pathology19,13,2
Pathology46,59,1
Pathology30,50,1
Pathology97,40,1
Pathology6,93,1
Pathology66,20,1
Pathology35,11,1
Pathology35,12,1
Pathology59,15,1
Pathology75,57,1
Pathology82,93,1
Pathology75,18,1
Pathology4,21,1
Pathology48,11,1
Pathology83,43,1
Pathology24,43,1
Pathology13,42,1
Pathology31,59,2
Pathology5,28,1
Pathology74,67,1
Pathology29,78,2
Pathology3,15,3
Pathology80,57,1
Pathology44,72,1
Pathology17,59,1
Pathology83,59,1
Pathology47,20,1
Pathology15,22,1
Pathology79,38,1
Pathology29,47,1
Pathology1,95,1
Pathology58,27,2
Pathology23,30,1
Pathology32,72,1
Pathology42,58,1
Pathology2,40,1
Pathology74,68,1
Pathology43,95,1
Pathology14,93,1
Pathology11,8,1
Pathology99,41,1
Pathology9,53,1
Pathology41,55,1
Pathology19,85,1
Pathology65,69,1
Pathology17,71,1
Pathology18,35,2
Pathology91,56,1
Pathology29,56,1
Pathology69,51,1
Pathology9,84,1
Pathology41,94,1
Pathology7,97,1
Pathology73,59,1
Pathology22,58,1
Pathology30,68,1
Pathology44,45,1
Pathology16,41,1
Pathology44,78,1
Pathology47,92,1
Pathology98,59,2
Pathology1,20,2
Pathology33,22,1
Pathology32,40,1
Pathology28,93,1
Pathology69,41,2
Pathology1,55,1
Pathology32,85,1
Pathology74,69,1
Pathology23,69,1
Pathology32,100,1
Pathology68,83,1
Pathology42,94,1
Pathology7,26,1
Pathology82,67,1
Pathology38,75,1
Pathology99,92,1
Pathology92,15,1
Pathology73,22,1
Pathology2,38,1
Pathology94,66,1
Pathology40,27,1
Pathology2,93,1
Pathology7,8,1
Pathology31,55,1
Pathology82,40,1
Pathology23,47,1
Pathology42,44,1
Pathology41,69,1
Pathology20,6,1
Pathology12,63,1
Pathology51,63,1
Pathology28,63,1
Pathology27,71,2
Pathology5,14,1
Pathology2,29,1
Pathology84,34,1
Pathology79,34,1
Pathology52,35,1
Pathology27,35,1
Pathology77,100,1
Pathology84,65,1
Pathology94,77,1
Pathology63,56,1
Pathology23,81,1
Pathology54,89,1
Pathology34,87,2
Pathology96,87,1
Pathology50,51,2
Pathology44,54,2
Pathology40,54,1
Pathology13,80,1
Pathology73,80,1
Pathology27,94,1
Pathology9,90,1
Pathology22,95,1
Pathology48,77,1
Pathology44,94,1
Pathology44,79,1
Pathology45,79,1
Pathology70,84,1
Pathology38,76,1
Pathology26,42,1
Pathology5,21,1
Pathology54,62,1
Pathology40,16,1
Pathology38,26,1
Pathology40,33,1
Pathology21,52,1
Pathology94,75,1
Pathology28,75,1
Pathology74,78,1
Pathology53,92,1
Pathology66,92,1
Pathology48,59,2
Pathology9,19,1
Pathology47,39,1
Pathology23,50,2
Pathology35,22,1
Pathology54,66,2
Pathology69,68,1
Pathology92,95,1
Pathology63,62,1
Pathology24,67,1
Pathology72,97,1
Pathology62,22,1
Pathology3,68,1
Pathology8,93,1
Pathology34,93,1
Pathology11,49,1
Pathology99,55,1
Pathology79,55,1
Pathology12,85,1
Pathology64,85,1
Pathology52,86,1
Pathology28,86,1
Pathology24,29,1
Pathology47,32,1
Pathology65,34,2
Pathology1,34,1
Pathology35,36,1
Pathology75,64,1
Pathology94,64,1
Pathology5,64,1
Pathology14,83,1
Pathology42,96,1
Pathology65,75,1
Pathology17,13,1
Pathology43,59,1
Pathology98,22,1
Pathology11,38,1
Pathology22,38,1
Pathology86,40,1
Pathology90,83,1
Pathology16,72,1
Pathology45,95,1
Pathology74,8,1
Pathology73,8,1
Pathology4,72,1
Pathology46,74,1
Pathology40,74,1
Pathology59,39,1
Pathology41,45,1
Pathology24,41,1
Pathology44,19,1
Pathology65,8,1
Pathology62,56,1
Pathology58,67,1
Pathology42,8,1
Pathology80,84,1
Pathology76,62,1
Pathology40,41,1
Pathology35,6,1
Pathology25,79,1
Pathology8,45,1
Pathology77,91,1
Pathology66,16,1
Pathology69,55,1
Pathology6,95,1
Pathology27,41,1
Pathology5,49,1
Pathology78,53,1
Pathology36,53,1
Pathology10,55,1
Pathology82,85,1
Pathology78,86,1
Pathology80,86,1
Pathology31,86,1
Pathology32,69,1
Pathology91,69,1
Pathology1,69,1
Pathology48,6,2
Pathology77,6,1
Pathology84,48,2
Pathology10,70,1
Pathology63,14,2
Pathology21,32,1
Pathology2,100,1
Pathology64,65,1
Pathology87,79,1
Pathology75,96,1
Pathology34,96,1
Pathology81,51,1
Pathology11,54,2
Pathology62,54,1
Pathology94,80,1
Pathology9,43,1
Pathology8,75,1
Pathology10,78,1
Pathology87,97,1
Pathology70,97,1
Pathology90,13,1
Pathology80,15,1
Pathology75,37,1
Pathology43,74,1
Pathology52,58,1
Pathology62,19,1
Pathology67,19,1
Pathology80,39,1
Pathology61,39,1
Pathology43,66,1
Pathology90,14,1
Pathology83,46,1
Pathology8,59,1
Pathology8,50,1
Pathology99,40,1
Pathology77,66,2
Pathology56,66,1
Pathology42,68,1
Pathology13,95,1
Pathology91,95,1
Pathology85,27,1
Pathology92,30,1
Pathology64,30,1
Pathology99,93,1
Pathology51,93,1
Pathology37,8,1
Pathology51,44,1
Pathology38,53,1
Pathology86,27,1
Pathology13,54,1
Pathology97,19,1
Pathology26,38,1
Pathology95,38,1
Pathology17,40,1
Pathology83,55,1
Pathology52,41,1
Pathology81,53,1
Pathology20,99,1
Pathology64,55,1
Pathology93,85,1
Pathology70,86,1
Pathology83,88,1
Pathology64,88,1
Pathology55,69,1
Pathology29,69,1
Pathology31,69,1
Pathology40,6,1
Pathology1,6,1
Pathology1,10,1
Pathology31,10,1
Pathology8,10,1
Pathology58,10,1
Pathology93,10,1
Pathology33,10,1
Pathology56,10,3
Pathology84,10,1
Pathology78,23,1
Pathology76,23,1
Pathology26,23,1
Pathology5,48,1
Pathology28,48,2
Pathology27,48,1
Pathology24,48,1
Pathology29,48,1
Pathology2,63,1
Pathology45,63,1
Pathology30,63,1
Pathology59,63,1
Pathology23,63,1
Pathology88,70,1
Pathology83,70,1
Pathology47,70,1
Pathology73,14,1
Pathology19,14,1
Pathology2,14,1
Pathology3,29,1
Pathology74,29,1
Pathology83,29,1
Pathology88,29,1
Pathology85,32,1
Pathology62,32,1
Pathology60,32,1
Pathology35,34,1
Pathology61,34,1
Pathology19,34,1
Pathology23,34,1
Pathology82,35,1
Pathology83,36,1
Pathology61,64,1
Pathology59,64,1
Pathology95,64,1
Pathology27,76,1
Pathology84,76,1
Pathology55,76,1
Pathology52,76,1
Pathology32,82,1
Pathology57,82,1
Pathology21,100,1
Pathology74,100,1
Pathology70,65,1
Pathology74,65,1
Pathology71,65,1
Pathology41,65,1
Pathology39,77,1
Pathology46,77,1
Pathology9,77,1
Pathology83,77,1
Pathology23,77,1
Pathology7,77,1
Pathology74,77,1
Pathology8,77,1
Pathology6,77,1
Pathology56,77,1
Pathology79,77,1
Pathology37,77,1
Pathology64,79,1
Pathology29,83,1
Pathology16,83,1
Pathology76,83,1
Pathology55,83,1
Pathology80,83,1
Pathology45,56,1
Pathology33,56,1
Pathology45,73,1
Pathology44,73,1
Pathology68,73,1
Pathology82,73,1
Pathology79,73,1
Pathology10,95,1
Pathology12,93,1
Pathology95,63,1
Pathology42,36,1
Pathology65,100,1
Pathology60,65,1
Pathology53,56,1
Pathology15,81,1
Pathology97,81,1
Pathology26,81,1
Pathology50,89,1
Pathology96,89,1
Pathology76,89,1
Pathology70,89,1
Pathology30,87,1
Pathology26,87,1
Pathology7,87,1
Pathology17,96,1
Pathology98,96,2
Pathology68,91,1
Pathology27,91,1
Pathology23,51,1
Pathology40,51,1
Pathology67,51,1
Pathology88,54,1
Pathology92,54,1
Pathology67,84,1
Pathology35,84,1
Pathology59,84,1
Pathology27,80,1
Pathology34,80,1
Pathology53,80,1
Pathology71,80,1
Pathology7,94,1
Pathology36,94,1
Pathology74,94,1
Pathology49,94,1
Pathology38,94,1
Pathology82,94,1
Pathology14,99,1
Pathology85,99,1
Pathology48,99,1
Pathology65,19,1
Pathology11,86,1
Pathology80,69,1
Pathology85,10,1
Pathology39,29,1
Pathology40,35,1
Pathology67,35,1
Pathology6,64,1
Pathology42,76,1
Pathology93,76,1
Pathology16,82,1
Pathology36,100,1
Pathology78,100,1
Pathology41,100,1
Pathology50,65,1
Pathology36,79,1
Pathology40,56,1
Pathology57,81,1
Pathology3,98,1
Pathology10,87,1
Pathology5,96,1
Pathology90,96,1
Pathology51,96,1
Pathology36,84,1
Pathology85,80,1
Pathology51,94,1
Pathology8,68,1
Pathology13,77,1
Pathology42,51,1
Pathology75,48,1
Pathology19,48,1
Pathology38,35,1
Pathology73,77,1
Pathology37,73,1
Pathology3,6,1
Pathology82,89,1
Pathology43,84,1
Pathology11,84,1
Pathology61,80,1
Pathology19,99,1
Pathology84,41,1
Pathology73,34,1
Pathology64,98,1
Pathology7,75,1
Pathology78,90,1
Pathology98,90,1
Pathology63,8,1
Pathology53,85,1
Pathology26,79,1
Pathology60,12,1
Pathology77,57,1
Pathology94,59,1
Pathology26,60,1
Pathology32,88,1
Pathology82,29,1
Pathology74,46,1
Pathology14,51,1
Pathology17,30,1
Pathology9,49,1
Pathology57,60,1
Pathology44,55,1
Pathology5,52,1
Pathology73,55,1
Pathology76,63,1
Pathology69,63,1
Pathology83,14,1
Pathology16,32,1
Pathology45,36,2
Pathology52,36,1
Pathology67,64,1
Pathology79,79,1
Pathology70,98,1
Pathology99,87,1
Pathology96,91,1
Pathology94,51,1
Pathology58,54,1
Pathology13,84,2
Pathology16,80,1
Pathology16,94,1
Pathology70,99,1
Pathology55,45,1
Pathology30,93,1
Pathology62,70,1
Pathology4,29,1
Pathology58,35,1
Pathology9,100,1
Pathology87,65,1
Pathology18,96,1
Pathology25,80,1
Pathology33,80,1
Pathology69,73,1
Pathology45,10,1
Pathology11,81,1
Pathology8,23,1
Pathology79,27,1
Pathology52,84,1
Pathology46,83,1
Pathology5,93,1
Pathology77,85,1
Pathology68,23,1
Pathology83,32,1
Pathology7,34,1
Pathology94,100,1
Pathology21,83,1
Pathology8,87,2
Pathology40,91,1
Pathology30,99,1
Pathology49,41,1
Pathology10,84,1
Pathology84,98,1
Pathology87,72,2
Pathology89,53,1
Pathology7,69,1
Pathology56,14,1
Pathology85,83,1
Pathology65,73,1
Pathology63,51,1
Pathology53,91,1
