PATHOLOGY,DOCTOR_ID,NB_DIAGNOSTICS
Pathology9,89,350
Pathology4,92,1050
Pathology89,31,700
Pathology18,9,350
Pathology3,29,350
Pathology45,56,350
Pathology46,97,1400
Pathology2,74,1400
Pathology3,3,1050
Pathology24,71,350
Pathology88,54,700
Pathology54,89,350
Pathology20,28,350
Pathology28,93,700
Pathology45,63,350
Pathology65,5,1050
Pathology24,29,700
Pathology47,59,700
Pathology49,33,1050
Pathology78,65,700
Pathology32,100,1050
Pathology84,41,700
Pathology35,34,1050
Pathology54,88,350
Pathology38,53,350
Pathology18,7,1050
Pathology20,72,1050
Pathology90,24,1400
Pathology85,80,1050
Pathology90,4,700
Pathology80,15,350
Pathology10,4,350
Pathology27,2,350
Pathology16,82,700
Pathology86,97,700
Pathology24,43,350
Pathology31,28,1400
Pathology83,2,1050
Pathology58,32,1050
Pathology52,58,350
Pathology41,55,1050
Pathology77,85,700
Pathology7,28,1050
Pathology12,85,1750
Pathology5,96,350
Pathology64,26,350
Pathology43,42,1400
Pathology97,86,700
Pathology55,99,700
Pathology95,74,700
Pathology71,6,350
Pathology89,53,700
Pathology90,68,350
Pathology37,3,350
Pathology67,50,700
Pathology21,83,700
Pathology46,12,700
Pathology37,21,700
Pathology91,15,700
Pathology64,88,1050
Pathology40,18,350
Pathology16,24,350
Pathology67,79,1050
Pathology37,6,700
Pathology9,53,350
Pathology19,13,1050
Pathology83,77,350
Pathology19,100,1400
Pathology36,72,1050
Pathology32,59,1400
Pathology30,63,350
Pathology3,98,1050
Pathology29,83,700
Pathology40,9,350
Pathology7,69,700
Pathology63,14,1400
Pathology29,16,2100
Pathology3,74,350
Pathology64,65,350
Pathology78,100,350
Pathology1,55,700
Pathology82,73,350
Pathology19,45,700
Pathology16,80,1050
Pathology34,5,700
Pathology7,14,350
Pathology21,100,1050
Pathology17,45,1050
Pathology15,93,350
Pathology13,48,350
Pathology75,32,350
Pathology13,50,700
Pathology80,8,700
Pathology52,56,700
Pathology8,68,350
Pathology68,43,700
Pathology25,31,700
Pathology59,5,350
Pathology30,30,700
Pathology14,93,700
Pathology86,42,700
Pathology10,78,1400
Pathology53,17,700
Pathology70,99,700
Pathology29,47,1050
Pathology94,66,350
Pathology86,20,1050
Pathology11,54,1050
Pathology58,18,700
Pathology45,79,1050
Pathology52,90,700
Pathology43,95,1050
Pathology11,81,350
Pathology8,54,350
Pathology13,84,700
Pathology2,17,1050
Pathology56,3,350
Pathology25,80,1400
Pathology47,20,700
Pathology90,8,700
Pathology11,72,1400
Pathology80,16,350
Pathology61,43,1050
Pathology61,63,700
Pathology8,38,1400
Pathology43,59,700
Pathology99,87,1400
Pathology15,97,700
Pathology2,25,1050
Pathology80,3,1050
Pathology5,48,350
Pathology50,60,350
Pathology49,95,1400
Pathology98,22,700
Pathology36,100,1050
Pathology23,50,700
Pathology72,37,700
Pathology45,61,700
Pathology10,20,700
Pathology75,96,700
Pathology45,42,700
Pathology73,14,700
Pathology44,94,1400
Pathology76,36,700
Pathology27,5,700
Pathology42,36,1050
Pathology20,6,700
Pathology58,54,350
Pathology99,55,350
Pathology42,92,700
Pathology61,39,1400
Pathology10,11,350
Pathology50,65,700
Pathology13,80,1400
Pathology74,69,700
Pathology39,17,350
Pathology27,71,1050
Pathology20,7,1050
Pathology8,72,1400
Pathology77,91,350
Pathology20,99,700
Pathology43,45,700
Pathology95,50,1400
Pathology80,66,350
Pathology58,67,350
Pathology23,25,1050
Pathology96,67,700
Pathology40,51,700
Pathology36,67,700
Pathology50,89,1050
Pathology87,65,1050
Pathology46,62,1050
Pathology31,55,700
Pathology86,3,350
Pathology50,33,1400
Pathology40,41,700
Pathology31,59,1400
Pathology44,78,350
Pathology62,22,2100
Pathology44,54,1050
Pathology23,30,1050
Pathology46,83,700
Pathology68,83,350
Pathology50,51,1050
Pathology88,58,1050
Pathology10,70,350
Pathology35,33,350
Pathology81,90,350
Pathology42,7,350
Pathology1,17,700
Pathology76,25,350
Pathology53,92,700
Pathology38,35,1050
Pathology8,10,700
Pathology56,28,350
Pathology98,37,350
Pathology43,39,350
Pathology61,53,1400
Pathology75,18,700
Pathology78,86,350
Pathology8,75,350
Pathology63,29,1400
Pathology41,5,700
Pathology31,42,350
Pathology8,66,350
Pathology29,25,1050
Pathology93,85,350
Pathology23,77,350
Pathology10,84,350
Pathology91,82,1050
Pathology21,32,700
Pathology61,34,700
Pathology91,26,350
Pathology62,32,700
Pathology81,79,700
Pathology57,75,350
Pathology96,24,700
Pathology97,7,1050
Pathology82,67,1050
Pathology5,14,350
Pathology73,22,700
Pathology48,2,700
Pathology60,80,350
Pathology48,13,700
Pathology55,83,700
Pathology90,96,1400
Pathology55,67,700
Pathology59,8,700
Pathology1,2,1050
Pathology52,76,700
Pathology17,92,350
Pathology31,3,350
Pathology67,77,700
Pathology74,78,1050
Pathology44,9,700
Pathology83,39,700
Pathology58,35,700
Pathology5,52,350
Pathology46,59,350
Pathology63,8,1050
Pathology2,90,1050
Pathology74,49,350
Pathology42,58,350
Pathology32,88,1050
Pathology90,9,350
Pathology9,42,1050
Pathology10,3,1400
Pathology88,39,1050
Pathology52,84,700
Pathology30,62,700
Pathology41,65,700
Pathology37,30,700
Pathology17,9,350
Pathology55,6,1400
Pathology34,8,1050
Pathology71,75,700
Pathology7,36,350
Pathology34,59,700
Pathology92,54,700
Pathology53,44,700
Pathology73,77,700
Pathology73,3,350
Pathology92,15,1050
Pathology37,2,1050
Pathology26,87,350
Pathology57,96,1050
Pathology45,93,1050
Pathology79,9,700
Pathology95,64,1050
Pathology82,35,350
Pathology75,43,350
Pathology42,51,350
Pathology57,70,700
Pathology71,80,700
Pathology73,59,1050
Pathology46,16,350
Pathology57,43,700
Pathology38,41,700
Pathology10,87,1400
Pathology75,34,700
Pathology69,91,1050
Pathology48,51,700
Pathology20,38,1050
Pathology53,58,1400
Pathology90,72,350
Pathology51,62,350
Pathology60,39,1400
Pathology32,85,700
Pathology92,30,350
Pathology10,73,700
Pathology25,28,1050
Pathology95,97,350
Pathology98,43,700
Pathology91,57,350
Pathology25,4,1050
Pathology85,99,700
Pathology16,83,700
Pathology33,10,1050
Pathology44,72,700
Pathology14,18,1050
Pathology76,17,700
Pathology25,60,350
Pathology80,86,700
Pathology26,60,1400
Pathology29,48,700
Pathology74,100,350
Pathology83,12,700
Pathology6,24,1750
Pathology78,94,350
Pathology95,81,700
Pathology30,60,700
Pathology91,6,700
Pathology60,12,1400
Pathology65,73,350
Pathology58,74,350
Pathology37,89,350
Pathology60,84,700
Pathology71,58,700
Pathology99,12,700
Pathology25,74,700
Pathology86,50,350
Pathology45,43,700
Pathology56,34,350
Pathology74,75,700
Pathology9,78,350
Pathology33,27,700
Pathology50,84,350
Pathology47,23,350
Pathology41,86,700
Pathology37,85,350
Pathology56,12,350
Pathology24,95,350
Pathology71,51,700
Pathology13,77,350
Pathology31,10,700
Pathology61,3,700
Pathology75,48,1050
Pathology90,61,1400
Pathology74,97,700
Pathology76,23,1050
Pathology11,49,1050
Pathology21,92,350
Pathology27,80,700
Pathology40,56,1400
Pathology45,57,700
Pathology84,34,350
Pathology10,95,350
Pathology5,74,700
Pathology6,93,350
Pathology9,100,350
Pathology39,77,700
Pathology84,76,350
Pathology87,4,350
Pathology92,95,350
Pathology90,25,700
Pathology80,63,1050
Pathology7,26,1050
Pathology23,100,350
Pathology94,75,700
Pathology99,92,1050
Pathology57,82,350
Pathology33,22,700
Pathology56,66,1050
Pathology42,8,1400
Pathology46,70,1400
Pathology64,79,350
Pathology42,44,350
Pathology52,28,700
Pathology22,8,700
Pathology53,30,1050
Pathology88,74,700
Pathology63,40,700
Pathology76,57,700
Pathology63,99,1050
Pathology93,47,1400
Pathology72,98,350
Pathology96,91,350
Pathology40,91,700
Pathology68,91,700
Pathology34,80,700
Pathology76,62,350
Pathology4,88,350
Pathology55,76,700
Pathology71,18,350
Pathology5,88,350
Pathology32,69,700
Pathology98,59,1050
Pathology6,64,700
Pathology49,94,350
Pathology94,51,350
Pathology28,75,1050
Pathology46,22,1400
Pathology79,13,1050
Pathology91,54,700
Pathology7,38,350
Pathology61,46,350
Pathology51,93,1050
Pathology77,6,350
Pathology16,94,700
Pathology32,22,700
Pathology84,86,700
Pathology22,73,350
Pathology62,35,350
Pathology52,53,350
Pathology47,49,700
Pathology37,40,1050
Pathology99,68,350
Pathology86,93,700
Pathology29,77,700
Pathology45,51,1050
Pathology3,64,1050
Pathology30,87,1050
Pathology69,29,700
Pathology25,79,700
Pathology77,21,350
Pathology78,57,350
Pathology44,55,700
Pathology17,20,1050
Pathology76,97,700
Pathology15,38,350
Pathology87,61,1050
Pathology46,37,350
Pathology75,57,700
Pathology57,81,1050
Pathology54,66,1400
Pathology13,42,700
Pathology1,20,1750
Pathology23,26,1050
Pathology45,73,350
Pathology23,51,350
Pathology78,24,700
Pathology46,19,350
Pathology66,34,350
Pathology23,81,700
Pathology34,96,1050
Pathology40,33,350
Pathology30,13,1050
Pathology9,77,1400
Pathology48,6,700
Pathology62,54,350
Pathology3,40,700
Pathology61,26,700
Pathology53,87,700
Pathology17,59,1050
Pathology83,55,1050
Pathology79,38,350
Pathology74,11,350
Pathology87,97,1050
Pathology75,41,350
Pathology37,73,1050
Pathology89,93,1050
Pathology6,12,700
Pathology55,62,350
Pathology72,57,700
Pathology6,77,700
Pathology7,15,1400
Pathology46,74,700
Pathology63,18,700
Pathology65,69,1400
Pathology72,97,350
Pathology96,78,700
Pathology91,56,700
Pathology58,27,1050
Pathology29,62,700
Pathology70,65,1050
Pathology43,56,350
Pathology11,38,700
Pathology24,90,700
Pathology79,34,1050
Pathology40,27,700
Pathology80,39,1050
Pathology60,65,1050
Pathology44,79,700
Pathology44,45,700
Pathology69,9,700
Pathology62,19,1050
Pathology36,85,700
Pathology73,25,1050
Pathology71,41,1050
Pathology35,41,350
Pathology30,66,1050
Pathology27,76,700
Pathology58,42,1400
Pathology41,94,700
Pathology78,23,1050
Pathology19,48,350
Pathology52,86,1050
Pathology25,67,350
Pathology26,43,700
Pathology62,56,1400
Pathology40,17,700
Pathology60,95,1400
Pathology70,30,1050
Pathology77,68,700
Pathology43,30,350
Pathology35,46,700
Pathology51,2,700
Pathology58,48,350
Pathology16,59,350
Pathology9,90,350
Pathology6,21,1050
Pathology2,97,700
Pathology19,34,1050
Pathology23,76,2100
Pathology62,51,1400
Pathology14,60,1050
Pathology7,34,700
Pathology8,39,700
Pathology91,91,700
Pathology57,77,1400
Pathology88,10,350
Pathology54,92,350
Pathology88,83,700
Pathology62,68,1050
Pathology9,60,350
Pathology13,57,700
Pathology7,75,1050
Pathology11,5,700
Pathology63,15,350
Pathology4,21,700
Pathology90,15,1400
Pathology77,53,1050
Pathology3,15,1400
Pathology38,9,350
Pathology45,75,1400
Pathology74,26,1400
Pathology61,13,350
Pathology58,62,700
Pathology18,35,1750
Pathology55,21,350
Pathology94,80,350
Pathology35,22,700
Pathology59,15,700
Pathology63,62,350
Pathology71,17,1400
Pathology27,48,700
Pathology32,82,700
Pathology23,47,350
Pathology41,69,350
Pathology21,52,700
Pathology90,14,350
Pathology21,67,700
Pathology43,97,350
Pathology52,2,1050
Pathology53,83,350
Pathology88,97,350
Pathology82,88,350
Pathology95,2,1050
Pathology10,25,700
Pathology35,36,350
Pathology59,39,350
Pathology74,19,700
Pathology18,74,700
Pathology67,84,700
Pathology3,63,1050
Pathology77,66,1050
Pathology29,30,1050
Pathology4,93,350
Pathology64,98,1050
Pathology3,68,350
Pathology74,67,700
Pathology77,57,700
Pathology30,93,1050
Pathology94,70,350
Pathology73,51,350
Pathology70,15,350
Pathology24,14,1400
Pathology17,3,700
Pathology87,86,1050
Pathology64,12,700
Pathology35,3,350
Pathology67,72,1050
Pathology37,81,1050
Pathology83,23,700
Pathology94,72,350
Pathology30,31,1750
Pathology62,78,350
Pathology3,43,350
Pathology60,83,1400
Pathology76,76,700
Pathology37,83,1400
Pathology3,18,1400
Pathology12,90,700
Pathology60,79,700
Pathology61,79,700
Pathology84,65,350
Pathology94,98,700
Pathology63,65,1400
Pathology17,30,350
Pathology37,25,1050
Pathology83,11,1400
Pathology17,58,350
Pathology8,77,350
Pathology59,64,1050
Pathology65,100,350
Pathology36,94,350
Pathology74,94,700
Pathology34,92,700
Pathology60,31,1050
Pathology33,14,700
Pathology6,95,700
Pathology32,72,1050
Pathology16,52,700
Pathology5,93,700
Pathology27,94,350
Pathology2,47,1050
Pathology9,43,350
Pathology55,39,1750
Pathology31,69,350
Pathology55,29,1050
Pathology99,9,700
Pathology32,64,700
Pathology78,90,700
Pathology65,8,1050
Pathology79,73,350
Pathology55,65,700
Pathology45,3,350
Pathology28,48,1050
Pathology8,22,1400
Pathology89,72,700
Pathology9,37,350
Pathology74,12,700
Pathology97,40,1400
Pathology75,37,700
Pathology88,2,1050
Pathology8,23,350
Pathology17,71,700
Pathology99,40,1750
Pathology53,85,700
Pathology24,76,700
Pathology40,77,350
Pathology20,95,1050
Pathology18,88,350
Pathology76,40,1050
Pathology49,12,700
Pathology76,83,350
Pathology32,10,350
Pathology13,95,700
Pathology51,30,700
Pathology80,69,1050
Pathology51,44,1750
Pathology84,43,1400
Pathology82,89,1050
Pathology79,55,1050
Pathology42,96,350
Pathology48,77,350
Pathology73,60,700
Pathology12,93,350
Pathology56,77,350
Pathology8,93,1050
Pathology26,81,350
Pathology95,7,700
Pathology89,5,350
Pathology82,29,700
Pathology70,89,700
Pathology77,100,350
Pathology24,48,1400
Pathology16,32,700
Pathology56,10,1050
Pathology65,34,700
Pathology64,85,1750
Pathology95,38,700
Pathology63,51,350
Pathology36,84,350
Pathology35,31,350
Pathology50,57,350
Pathology28,63,1050
Pathology31,86,350
Pathology29,11,1400
Pathology69,68,350
Pathology59,83,700
Pathology31,4,1050
Pathology18,13,350
Pathology64,57,1400
Pathology74,51,1750
Pathology25,78,350
Pathology70,97,1050
Pathology52,17,700
Pathology53,64,1050
Pathology70,24,1400
Pathology92,86,700
Pathology84,82,700
Pathology2,31,350
Pathology7,90,700
Pathology63,94,350
Pathology23,53,350
Pathology73,76,700
Pathology27,79,700
Pathology45,69,700
Pathology72,78,700
Pathology77,58,700
Pathology16,37,350
Pathology73,45,700
Pathology43,20,350
Pathology47,32,1050
Pathology74,83,350
Pathology91,25,1050
Pathology75,17,700
Pathology19,85,350
Pathology43,4,1050
Pathology91,69,350
Pathology25,19,1400
Pathology51,96,350
Pathology48,59,700
Pathology13,69,350
Pathology98,86,1050
Pathology95,51,700
Pathology10,34,700
Pathology50,69,700
Pathology21,91,700
Pathology32,47,700
Pathology23,73,700
Pathology71,81,350
Pathology51,4,350
Pathology98,23,700
Pathology28,33,350
Pathology65,44,350
Pathology71,56,350
Pathology39,62,700
Pathology97,38,1400
Pathology34,10,700
Pathology7,32,350
Pathology69,31,350
Pathology76,49,350
Pathology22,86,700
Pathology78,41,350
Pathology43,51,700
Pathology23,3,1050
Pathology60,22,700
Pathology94,58,700
Pathology9,33,700
Pathology83,76,350
Pathology19,3,700
Pathology14,97,350
Pathology89,96,700
Pathology40,31,350
Pathology85,27,700
Pathology22,95,350
Pathology7,31,1050
Pathology18,33,350
Pathology83,70,1400
Pathology57,15,1400
Pathology95,32,700
Pathology47,70,1400
Pathology94,25,700
Pathology2,100,1050
Pathology61,55,700
Pathology3,5,700
Pathology94,39,700
Pathology8,7,350
Pathology10,55,350
Pathology8,45,1050
Pathology78,53,350
Pathology13,18,350
Pathology40,16,1400
Pathology26,16,350
Pathology41,15,1050
Pathology46,29,700
Pathology32,11,700
Pathology5,55,2100
Pathology35,11,700
Pathology3,6,1050
Pathology17,4,700
Pathology81,61,700
Pathology43,74,350
Pathology29,56,1400
Pathology69,63,700
Pathology41,6,350
Pathology38,26,700
Pathology83,43,700
Pathology58,50,1050
Pathology73,34,700
Pathology98,90,700
Pathology73,55,350
Pathology89,66,700
Pathology93,41,700
Pathology47,92,700
Pathology58,8,700
Pathology69,71,700
Pathology36,79,700
Pathology52,35,700
Pathology42,43,350
Pathology9,84,1400
Pathology75,64,700
Pathology33,80,350
Pathology14,99,700
Pathology38,75,700
Pathology61,80,350
Pathology30,50,700
Pathology66,92,1050
Pathology43,25,700
Pathology54,18,350
Pathology4,25,1050
Pathology2,66,700
Pathology92,31,1400
Pathology59,63,350
Pathology39,29,700
Pathology20,68,350
Pathology25,13,700
Pathology30,99,1050
Pathology90,13,1050
Pathology9,19,1400
Pathology4,29,700
Pathology28,6,1400
Pathology98,9,1400
Pathology23,19,700
Pathology28,74,700
Pathology70,98,700
Pathology54,62,700
Pathology38,76,350
Pathology84,4,350
Pathology38,89,700
Pathology66,39,350
Pathology20,9,700
Pathology13,90,700
Pathology22,38,350
Pathology65,19,1050
Pathology9,74,350
Pathology93,10,350
Pathology29,69,1050
Pathology25,61,1750
Pathology60,32,700
Pathology41,100,350
Pathology74,46,1050
Pathology91,60,350
Pathology98,2,2100
Pathology74,65,700
Pathology48,91,350
Pathology7,94,1400
Pathology4,55,700
Pathology22,16,700
Pathology14,30,1050
Pathology7,97,350
Pathology23,34,700
Pathology90,6,700
Pathology95,29,350
Pathology40,43,1400
Pathology8,59,350
Pathology34,74,700
Pathology76,89,700
Pathology51,63,350
Pathology56,46,1400
Pathology51,100,350
Pathology23,69,700
Pathology9,17,1050
Pathology46,91,1050
Pathology29,44,350
Pathology94,50,350
Pathology82,93,700
Pathology11,97,1050
Pathology35,12,350
Pathology47,62,1050
Pathology13,11,350
Pathology25,53,1750
Pathology32,75,350
Pathology35,6,700
Pathology80,83,350
Pathology17,96,350
Pathology50,5,1050
Pathology44,15,700
Pathology93,76,700
Pathology66,78,700
Pathology52,41,1750
Pathology34,15,350
Pathology49,78,1050
Pathology19,14,1400
Pathology58,40,350
Pathology82,72,1050
Pathology48,7,1050
Pathology83,46,700
Pathology19,47,350
Pathology29,74,700
Pathology74,29,700
Pathology69,96,350
Pathology51,21,350
Pathology1,77,700
Pathology30,19,700
Pathology86,40,700
Pathology73,80,700
Pathology24,67,350
Pathology77,26,350
Pathology7,87,700
Pathology79,77,1050
Pathology34,87,700
Pathology84,52,1050
Pathology71,13,350
Pathology83,29,350
Pathology11,84,350
Pathology3,4,350
Pathology82,94,1050
Pathology54,5,350
Pathology80,57,350
Pathology6,79,350
Pathology67,19,700
Pathology24,15,1400
Pathology13,72,700
Pathology27,16,700
Pathology66,16,700
Pathology34,93,700
Pathology94,77,700
Pathology57,80,350
Pathology16,72,1050
Pathology42,68,350
Pathology6,28,1050
Pathology56,14,700
Pathology81,52,1050
Pathology37,58,350
Pathology15,22,1050
Pathology45,41,1050
Pathology28,86,1400
Pathology11,78,700
Pathology87,53,350
Pathology8,6,1050
Pathology86,49,700
Pathology92,80,1400
Pathology93,18,700
Pathology14,70,700
Pathology73,52,1050
Pathology25,5,700
Pathology46,44,350
Pathology38,62,1050
Pathology88,56,350
Pathology88,86,1050
Pathology9,21,350
Pathology49,28,1400
Pathology54,95,1050
Pathology17,55,1050
Pathology24,78,350
Pathology91,21,350
Pathology79,62,700
Pathology26,6,1050
Pathology31,52,700
Pathology14,21,350
Pathology55,75,700
Pathology64,89,350
Pathology71,62,700
Pathology34,85,350
Pathology77,32,350
Pathology69,72,700
Pathology17,68,1750
Pathology48,78,1050
Pathology61,70,700
Pathology54,31,350
Pathology7,17,700
Pathology98,50,350
Pathology94,88,350
Pathology44,58,700
Pathology62,59,350
Pathology25,24,700
Pathology53,77,1050
Pathology7,78,350
Pathology57,29,700
Pathology20,76,350
Pathology41,25,700
Pathology66,77,350
Pathology83,71,1050
Pathology99,71,700
Pathology86,4,1050
Pathology98,29,700
Pathology4,32,350
Pathology51,35,350
Pathology33,81,1400
Pathology40,26,700
Pathology19,55,700
Pathology92,94,700
Pathology63,43,700
Pathology36,97,700
Pathology70,46,700
Pathology6,74,700
Pathology10,52,700
Pathology70,53,1750
Pathology33,71,350
Pathology36,37,700
Pathology7,39,350
Pathology28,5,700
Pathology32,32,350
Pathology80,12,700
Pathology88,77,1050
Pathology54,91,700
Pathology20,92,350
Pathology59,4,350
Pathology60,55,350
Pathology95,85,1050
Pathology90,28,700
Pathology35,66,350
Pathology86,66,700
Pathology20,89,700
Pathology68,34,700
Pathology42,34,1400
Pathology26,22,700
Pathology49,74,700
Pathology30,70,350
Pathology67,60,700
Pathology28,24,350
Pathology87,15,350
Pathology88,85,350
Pathology47,39,1050
Pathology60,68,1400
Pathology55,100,700
Pathology93,16,350
Pathology72,13,1050
Pathology67,64,350
Pathology49,96,1400
Pathology58,89,350
Pathology72,71,1400
Pathology32,27,350
Pathology84,21,1050
Pathology11,52,700
Pathology81,40,700
Pathology44,42,1400
Pathology86,85,1750
Pathology56,33,1050
Pathology17,26,700
Pathology85,39,700
Pathology89,22,350
Pathology82,64,700
Pathology47,54,350
Pathology89,89,1050
Pathology13,49,350
Pathology12,81,1050
Pathology69,13,700
Pathology22,58,1050
Pathology41,18,350
Pathology21,14,1050
Pathology36,53,350
Pathology23,54,350
Pathology84,85,700
Pathology58,94,700
Pathology17,53,700
Pathology85,38,350
Pathology25,15,350
Pathology10,53,700
Pathology42,24,350
Pathology39,13,700
Pathology93,29,700
Pathology79,43,1050
Pathology1,98,1050
Pathology17,47,700
Pathology36,78,1400
Pathology85,31,1050
Pathology66,62,350
Pathology24,23,700
Pathology29,29,1050
Pathology35,93,700
Pathology19,63,1400
Pathology26,65,350
Pathology54,56,700
Pathology8,24,700
Pathology17,51,700
Pathology77,77,700
Pathology20,69,700
Pathology76,65,1050
Pathology39,20,350
Pathology73,90,350
Pathology27,50,1050
Pathology68,66,350
Pathology32,37,700
Pathology21,20,1050
Pathology6,18,700
Pathology43,17,350
Pathology89,90,700
Pathology9,8,1400
Pathology79,42,700
Pathology70,100,350
Pathology2,81,350
Pathology97,55,350
Pathology5,73,1050
Pathology40,14,700
Pathology48,99,1050
Pathology85,33,1750
Pathology58,64,350
Pathology67,67,350
Pathology12,42,350
Pathology57,9,350
Pathology49,61,700
Pathology61,65,1050
Pathology78,20,700
Pathology11,45,350
Pathology80,26,700
Pathology80,43,1050
Pathology97,31,700
Pathology72,55,1050
Pathology22,89,350
Pathology89,58,700
Pathology56,92,1050
Pathology82,31,350
Pathology97,66,1050
Pathology13,34,700
Pathology99,59,700
Pathology27,13,1050
Pathology42,20,1750
Pathology39,63,700
Pathology14,94,350
Pathology55,60,350
Pathology8,79,350
Pathology85,96,350
Pathology36,17,1400
Pathology32,74,700
Pathology85,9,700
Pathology84,27,350
Pathology80,30,350
Pathology34,54,350
Pathology85,25,350
Pathology32,58,700
Pathology6,68,700
Pathology1,80,350
Pathology48,90,700
Pathology6,27,350
Pathology88,50,350
Pathology79,21,700
Pathology77,78,350
Pathology46,93,700
Pathology90,93,700
Pathology91,78,700
Pathology34,51,350
Pathology23,74,350
Pathology8,35,700
Pathology41,85,700
Pathology13,79,350
Pathology98,89,1750
Pathology85,19,350
Pathology25,12,350
Pathology46,84,700
Pathology63,81,700
Pathology60,17,350
Pathology56,84,1050
Pathology44,3,1400
Pathology38,36,350
Pathology33,39,700
Pathology73,9,1050
Pathology87,32,350
Pathology83,25,1400
Pathology54,39,700
Pathology93,57,1050
Pathology72,65,1400
Pathology75,86,1050
Pathology24,54,350
Pathology22,18,1050
Pathology9,95,1050
Pathology11,91,350
Pathology76,19,350
Pathology43,36,700
Pathology49,65,700
Pathology85,26,700
Pathology35,17,700
Pathology27,30,1050
Pathology74,90,1400
Pathology47,40,700
Pathology35,10,350
Pathology43,64,350
Pathology78,34,350
Pathology80,85,350
Pathology94,64,1050
Pathology15,45,350
Pathology79,79,1400
Pathology4,87,700
Pathology72,73,350
Pathology95,11,700
Pathology16,51,1050
Pathology22,7,350
Pathology19,31,700
Pathology77,99,350
Pathology57,68,350
Pathology93,44,350
Pathology51,95,700
Pathology88,49,1050
Pathology29,99,350
Pathology98,42,350
Pathology23,6,350
Pathology78,15,700
Pathology53,78,350
Pathology48,57,700
Pathology89,71,1400
Pathology5,3,700
Pathology85,47,350
Pathology85,74,1050
Pathology95,12,700
Pathology9,39,350
Pathology4,59,1050
Pathology57,58,700
Pathology15,91,700
Pathology46,27,700
Pathology50,9,350
Pathology50,13,700
Pathology94,68,700
Pathology8,20,700
Pathology3,66,700
Pathology99,2,700
Pathology26,73,350
Pathology73,49,700
Pathology63,54,1400
Pathology72,46,1750
Pathology7,91,1050
Pathology69,36,350
Pathology29,35,700
Pathology60,10,700
Pathology84,67,1050
Pathology37,41,700
Pathology17,76,350
Pathology89,6,700
Pathology88,68,700
Pathology87,30,350
Pathology88,40,700
Pathology98,51,700
Pathology35,48,700
Pathology85,51,350
Pathology52,52,700
Pathology23,89,700
Pathology38,96,1050
Pathology96,79,700
Pathology77,40,700
Pathology90,60,350
Pathology35,56,350
Pathology74,56,700
Pathology49,39,350
Pathology16,30,350
Pathology74,73,1050
Pathology44,100,1050
Pathology11,4,700
Pathology59,71,700
Pathology74,68,700
Pathology33,45,700
Pathology9,28,1050
Pathology85,52,700
Pathology62,90,350
Pathology7,8,700
Pathology64,55,1050
Pathology83,59,350
Pathology66,20,700
Pathology83,32,700
Pathology45,95,700
Pathology3,20,350
Pathology5,64,350
Pathology88,29,350
Pathology96,87,1050
Pathology56,26,700
Pathology40,3,700
Pathology80,84,1400
Pathology87,14,1050
Pathology20,24,350
Pathology92,56,350
Pathology67,94,700
Pathology1,28,700
Pathology11,55,350
Pathology62,67,1050
Pathology31,97,1050
Pathology10,16,350
Pathology24,68,1050
Pathology90,41,2450
Pathology51,56,700
Pathology9,59,350
Pathology15,4,1050
Pathology73,11,700
Pathology29,17,700
Pathology33,67,700
